"Ligands","Receptors","source","Organism"
"AT2G30370","AT5G61480","STRING","Arabidopsis thaliana"
"AT2G30370","AT1G80080","STRING","Arabidopsis thaliana"
"AT2G30370","AT5G62230","STRING","Arabidopsis thaliana"
"AT2G30370","AT5G07180","STRING","Arabidopsis thaliana"
"AT2G31550","AT4G08670","STRING","Arabidopsis thaliana"
"AT2G31980","AT1G53910","STRING","Arabidopsis thaliana"
"AT2G33790","AT5G53250","STRING","Arabidopsis thaliana"
"AT2G33790","AT5G64080","STRING","Arabidopsis thaliana"
"AT2G33790","AT2G23130","STRING","Arabidopsis thaliana"
"AT2G33790","AT3G01700","STRING","Arabidopsis thaliana"
"AT2G33790","AT3G46550","STRING","Arabidopsis thaliana"
"AT2G33790","AT5G18690","STRING","Arabidopsis thaliana"
"AT2G33790","AT2G04780","STRING","Arabidopsis thaliana"
"AT2G33790","AT4G37450","STRING","Arabidopsis thaliana"
"AT2G33790","AT1G68725","STRING","Arabidopsis thaliana"
"AT2G33790","AT2G47930","STRING","Arabidopsis thaliana"
"AT2G34790","AT5G64440","STRING","Arabidopsis thaliana"
"AT2G34810","AT4G23210","STRING","Arabidopsis thaliana"
"AT2G34925","AT1G75820","STRING","Arabidopsis thaliana"
"AT2G34925","AT5G61480","STRING","Arabidopsis thaliana"
"AT2G34925","AT4G28650","STRING","Arabidopsis thaliana"
"AT2G34925","AT1G08590","STRING","Arabidopsis thaliana"
"AT2G35150","AT4G17660","STRING","Arabidopsis thaliana"
"AT2G35150","AT5G47070","STRING","Arabidopsis thaliana"
"AT2G35860","AT2G04780","STRING","Arabidopsis thaliana"
"AT2G36190","AT5G58090","STRING","Arabidopsis thaliana"
"AT2G36190","AT4G31140","STRING","Arabidopsis thaliana"
"AT2G36190","AT1G66250","STRING","Arabidopsis thaliana"
"AT2G36190","AT1G11820","STRING","Arabidopsis thaliana"
"AT2G36190","AT2G01630","STRING","Arabidopsis thaliana"
"AT2G36190","AT2G39060","STRING","Arabidopsis thaliana"
"AT2G36190","AT3G13560","STRING","Arabidopsis thaliana"
"AT2G36870","AT3G19700","STRING","Arabidopsis thaliana"
"AT2G38080","AT5G15630","STRING","Arabidopsis thaliana"
"AT2G38080","AT4G18780","STRING","Arabidopsis thaliana"
"AT2G38080","AT5G44030","STRING","Arabidopsis thaliana"
"AT2G38080","AT5G03170","STRING","Arabidopsis thaliana"
"AT2G38080","AT5G17420","STRING","Arabidopsis thaliana"
"AT2G38540","AT3G43720","STRING","Arabidopsis thaliana"
"AT2G38540","AT5G37780","STRING","Arabidopsis thaliana"
"AT2G39040","AT5G15460","STRING","Arabidopsis thaliana"
"AT2G40250","AT5G62850","STRING","Arabidopsis thaliana"
"AT2G40250","AT3G18830","STRING","Arabidopsis thaliana"
"AT2G40370","AT2G48130","STRING","Arabidopsis thaliana"
"AT2G40370","AT1G03103","STRING","Arabidopsis thaliana"
"AT2G40370","AT3G22600","STRING","Arabidopsis thaliana"
"AT2G40370","AT4G03540","STRING","Arabidopsis thaliana"
"AT2G40370","AT4G14815","STRING","Arabidopsis thaliana"
"AT2G40370","AT1G03700","STRING","Arabidopsis thaliana"
"AT2G40610","AT4G38850","STRING","Arabidopsis thaliana"
"AT2G40880","AT5G51970","STRING","Arabidopsis thaliana"
"AT2G41850","AT4G28490","STRING","Arabidopsis thaliana"
"AT2G41850","AT3G14380","STRING","Arabidopsis thaliana"
"AT2G43535","AT5G54610","STRING","Arabidopsis thaliana"
"AT2G44450","AT5G58090","STRING","Arabidopsis thaliana"
"AT2G44450","AT1G11050","STRING","Arabidopsis thaliana"
"AT2G44450","AT4G31140","STRING","Arabidopsis thaliana"
"AT2G44450","AT1G66250","STRING","Arabidopsis thaliana"
"AT2G44450","AT1G11820","STRING","Arabidopsis thaliana"
"AT2G44450","AT1G14280","STRING","Arabidopsis thaliana"
"AT2G44450","AT5G47070","STRING","Arabidopsis thaliana"
"AT2G44450","AT5G49770","STRING","Arabidopsis thaliana"
"AT2G44450","AT2G01630","STRING","Arabidopsis thaliana"
"AT2G44450","AT3G13560","STRING","Arabidopsis thaliana"
"AT2G45220","AT3G54920","STRING","Arabidopsis thaliana"
"AT2G46930","AT2G20840","STRING","Arabidopsis thaliana"
"AT2G47030","AT3G54920","STRING","Arabidopsis thaliana"
"AT2G47550","AT5G53250","STRING","Arabidopsis thaliana"
"AT2G47550","AT3G54920","STRING","Arabidopsis thaliana"
"AT2G47550","AT4G26320","STRING","Arabidopsis thaliana"
"AT2G47670","AT2G35620","STRING","Arabidopsis thaliana"
"AT3G01190","AT5G49270","STRING","Arabidopsis thaliana"
"AT3G01610","AT3G09840","STRING","Arabidopsis thaliana"
"AT3G02240","AT1G72590","STRING","Arabidopsis thaliana"
"AT3G02242","AT1G72590","STRING","Arabidopsis thaliana"
"AT3G02885","AT3G02880","STRING","Arabidopsis thaliana"
"AT3G02885","AT5G05170","STRING","Arabidopsis thaliana"
"AT3G03220","AT5G05170","STRING","Arabidopsis thaliana"
"AT3G05620","AT3G54920","STRING","Arabidopsis thaliana"
"AT3G05620","AT2G40540","STRING","Arabidopsis thaliana"
"AT3G05910","AT4G12730","STRING","Arabidopsis thaliana"
"AT3G05910","AT2G14890","STRING","Arabidopsis thaliana"
"AT3G05950","AT2G27370","STRING","Arabidopsis thaliana"
"AT3G07850","AT5G49720","STRING","Arabidopsis thaliana"
"AT3G10150","AT4G08850","STRING","Arabidopsis thaliana"
"AT3G10150","AT1G35710","STRING","Arabidopsis thaliana"
"AT3G10380","AT1G17140","STRING","Arabidopsis thaliana"
"AT3G10410","AT4G18780","STRING","Arabidopsis thaliana"
"AT3G10410","AT5G44030","STRING","Arabidopsis thaliana"
"AT3G10720","AT3G54920","STRING","Arabidopsis thaliana"
"AT3G11210","AT2G27370","STRING","Arabidopsis thaliana"
"AT3G11700","AT2G24450","STRING","Arabidopsis thaliana"
"AT3G11700","AT4G12730","STRING","Arabidopsis thaliana"
"AT3G11700","AT4G31370","STRING","Arabidopsis thaliana"
"AT3G11700","AT1G03870","STRING","Arabidopsis thaliana"
"AT3G11700","AT3G60900","STRING","Arabidopsis thaliana"
"AT3G12203","AT2G23240","STRING","Arabidopsis thaliana"
"AT3G12490","AT2G40410","STRING","Arabidopsis thaliana"
"AT3G12490","AT3G56170","STRING","Arabidopsis thaliana"
"AT3G13662","AT1G19780","STRING","Arabidopsis thaliana"
"AT3G13750","AT1G11260","STRING","Arabidopsis thaliana"
"AT3G13784","AT5G58090","STRING","Arabidopsis thaliana"
"AT3G13784","AT4G31140","STRING","Arabidopsis thaliana"
"AT3G13784","AT1G66250","STRING","Arabidopsis thaliana"
"AT3G13784","AT1G11820","STRING","Arabidopsis thaliana"
"AT3G13784","AT2G01630","STRING","Arabidopsis thaliana"
"AT3G13784","AT3G13560","STRING","Arabidopsis thaliana"
"AT3G13790","AT5G58090","STRING","Arabidopsis thaliana"
"AT3G13790","AT4G31140","STRING","Arabidopsis thaliana"
"AT3G13790","AT1G66250","STRING","Arabidopsis thaliana"
"AT3G13790","AT1G11820","STRING","Arabidopsis thaliana"
"AT3G13790","AT2G01630","STRING","Arabidopsis thaliana"
"AT3G13790","AT3G13560","STRING","Arabidopsis thaliana"
"AT3G14310","AT3G54920","STRING","Arabidopsis thaliana"
"AT3G15720","AT3G54920","STRING","Arabidopsis thaliana"
"AT3G16370","AT2G01950","STRING","Arabidopsis thaliana"
"AT3G16370","AT1G55260","STRING","Arabidopsis thaliana"
"AT3G16370","AT3G43720","STRING","Arabidopsis thaliana"
"AT3G16570","AT1G31420","STRING","Arabidopsis thaliana"
"AT3G16570","AT3G46290","STRING","Arabidopsis thaliana"
"AT3G16570","AT3G51550","STRING","Arabidopsis thaliana"
"AT3G16570","AT1G30570","STRING","Arabidopsis thaliana"
"AT3G16920","AT5G60490","STRING","Arabidopsis thaliana"
"AT3G16920","AT5G05170","STRING","Arabidopsis thaliana"
"AT3G16920","AT5G03170","STRING","Arabidopsis thaliana"
"AT3G16920","AT1G27380","STRING","Arabidopsis thaliana"
"AT3G16920","AT4G32410","STRING","Arabidopsis thaliana"
"AT3G16920","AT5G15630","STRING","Arabidopsis thaliana"
"AT3G16920","AT1G20850","STRING","Arabidopsis thaliana"
"AT3G16920","AT5G17420","STRING","Arabidopsis thaliana"
"AT3G16920","AT4G35350","STRING","Arabidopsis thaliana"
"AT3G16920","AT4G18780","STRING","Arabidopsis thaliana"
"AT3G16920","AT1G08340","STRING","Arabidopsis thaliana"
"AT3G16920","AT5G44030","STRING","Arabidopsis thaliana"
"AT3G17790","AT1G64060","STRING","Arabidopsis thaliana"
"AT3G18080","AT5G58090","STRING","Arabidopsis thaliana"
"AT3G18080","AT4G31140","STRING","Arabidopsis thaliana"
"AT3G18080","AT1G66250","STRING","Arabidopsis thaliana"
"AT3G18080","AT1G11820","STRING","Arabidopsis thaliana"
"AT3G18080","AT2G01630","STRING","Arabidopsis thaliana"
"AT3G18080","AT3G13560","STRING","Arabidopsis thaliana"
"AT3G18715","AT1G28440","STRING","Arabidopsis thaliana"
"AT3G19620","AT5G09870","STRING","Arabidopsis thaliana"
"AT3G21770","AT2G36100","STRING","Arabidopsis thaliana"
"AT3G21920","AT4G39170","STRING","Arabidopsis thaliana"
"AT3G21920","AT4G23740","STRING","Arabidopsis thaliana"
"AT3G21960","AT1G80830","STRING","Arabidopsis thaliana"
"AT3G21960","AT1G47670","STRING","Arabidopsis thaliana"
"AT3G21990","AT3G46330","STRING","Arabidopsis thaliana"
"AT3G22800","AT2G04780","STRING","Arabidopsis thaliana"
"AT3G22820","AT1G80080","STRING","Arabidopsis thaliana"
"AT3G22820","AT5G62230","STRING","Arabidopsis thaliana"
"AT3G22820","AT5G07180","STRING","Arabidopsis thaliana"
"AT3G23805","AT5G24105","STRING","Arabidopsis thaliana"
"AT3G23805","AT1G07490","STRING","Arabidopsis thaliana"
"AT3G23805","AT1G67265","STRING","Arabidopsis thaliana"
"AT3G23805","AT3G25717","STRING","Arabidopsis thaliana"
"AT3G23805","AT4G13395","STRING","Arabidopsis thaliana"
"AT3G23805","AT2G46330","STRING","Arabidopsis thaliana"
"AT3G23805","AT1G55330","STRING","Arabidopsis thaliana"
"AT3G23805","AT5G40730","STRING","Arabidopsis thaliana"
"AT3G23805","AT3G13520","STRING","Arabidopsis thaliana"
"AT3G23805","AT3G61640","STRING","Arabidopsis thaliana"
"AT3G24225","AT1G65380","STRING","Arabidopsis thaliana"
"AT3G24225","AT1G75820","STRING","Arabidopsis thaliana"
"AT3G24225","AT5G13290","STRING","Arabidopsis thaliana"
"AT3G24225","AT5G65700","STRING","Arabidopsis thaliana"
"AT3G24480","AT2G14890","STRING","Arabidopsis thaliana"
"AT3G24770","AT5G05160","STRING","Arabidopsis thaliana"
"AT3G24770","AT4G28650","STRING","Arabidopsis thaliana"
"AT3G24770","AT1G75820","STRING","Arabidopsis thaliana"
"AT3G24770","AT1G08590","STRING","Arabidopsis thaliana"
"AT3G24770","AT1G65380","STRING","Arabidopsis thaliana"
"AT3G24770","AT5G61480","STRING","Arabidopsis thaliana"
"AT3G25165","AT5G16023","STRING","Arabidopsis thaliana"
"AT3G25170","AT5G16500","STRING","Arabidopsis thaliana"
"AT3G25170","AT3G04690","STRING","Arabidopsis thaliana"
"AT3G25265","AT1G55180","STRING","Arabidopsis thaliana"
"AT3G25655","AT4G28490","STRING","Arabidopsis thaliana"
"AT3G25655","AT5G65710","STRING","Arabidopsis thaliana"
"AT3G27950","AT5G62680","STRING","Arabidopsis thaliana"
"AT3G27950","AT1G18880","STRING","Arabidopsis thaliana"
"AT3G27950","AT3G47960","STRING","Arabidopsis thaliana"
"AT3G27980","AT1G21240","STRING","Arabidopsis thaliana"
"AT3G27980","AT1G08430","STRING","Arabidopsis thaliana"
"AT3G27980","AT3G20190","STRING","Arabidopsis thaliana"
"AT3G28200","AT5G04930","STRING","Arabidopsis thaliana"
"AT3G28455","AT1G65380","STRING","Arabidopsis thaliana"
"AT3G29780","AT1G23140","STRING","Arabidopsis thaliana"
"AT3G29780","AT1G07560","STRING","Arabidopsis thaliana"
"AT3G29780","AT4G23320","STRING","Arabidopsis thaliana"
"AT3G43270","AT3G54920","STRING","Arabidopsis thaliana"
"AT3G43270","AT3G57770","STRING","Arabidopsis thaliana"
"AT3G43270","AT4G16640","STRING","Arabidopsis thaliana"
"AT3G43550","AT3G16490","STRING","Arabidopsis thaliana"
"AT3G44735","AT5G53890","STRING","Arabidopsis thaliana"
"AT3G44735","AT5G24105","STRING","Arabidopsis thaliana"
"AT3G44735","AT2G02220","STRING","Arabidopsis thaliana"
"AT3G44735","AT1G07490","STRING","Arabidopsis thaliana"
"AT3G44735","AT3G25717","STRING","Arabidopsis thaliana"
"AT3G44735","AT4G13395","STRING","Arabidopsis thaliana"
"AT3G45010","AT4G18780","STRING","Arabidopsis thaliana"
"AT3G45010","AT5G44030","STRING","Arabidopsis thaliana"
"AT3G45940","AT4G19640","STRING","Arabidopsis thaliana"
"AT3G45940","AT1G54280","STRING","Arabidopsis thaliana"
"AT3G45940","AT5G58090","STRING","Arabidopsis thaliana"
"AT3G45940","AT4G04340","STRING","Arabidopsis thaliana"
"AT3G45940","AT4G31140","STRING","Arabidopsis thaliana"
"AT3G45940","AT3G13900","STRING","Arabidopsis thaliana"
"AT3G45940","AT1G66250","STRING","Arabidopsis thaliana"
"AT3G45940","AT3G25610","STRING","Arabidopsis thaliana"
"AT3G45940","AT1G11820","STRING","Arabidopsis thaliana"
"AT3G45940","AT1G32090","STRING","Arabidopsis thaliana"
"AT3G45940","AT2G01630","STRING","Arabidopsis thaliana"
"AT3G45940","AT1G64060","STRING","Arabidopsis thaliana"
"AT3G45940","AT3G13560","STRING","Arabidopsis thaliana"
"AT3G45960","AT2G22470","STRING","Arabidopsis thaliana"
"AT3G45960","AT5G64310","STRING","Arabidopsis thaliana"
"AT3G45960","AT3G61640","STRING","Arabidopsis thaliana"
"AT3G46120","AT5G43350","STRING","Arabidopsis thaliana"
"AT3G47380","AT1G18280","STRING","Arabidopsis thaliana"
"AT3G47400","AT3G54920","STRING","Arabidopsis thaliana"
"AT3G48460","AT5G64080","STRING","Arabidopsis thaliana"
"AT3G48610","AT5G64070","STRING","Arabidopsis thaliana"
"AT3G48610","AT3G47220","STRING","Arabidopsis thaliana"
"AT3G48610","AT3G03530","STRING","Arabidopsis thaliana"
"AT3G48610","AT3G15730","STRING","Arabidopsis thaliana"
"AT3G48610","AT5G09350","STRING","Arabidopsis thaliana"
"AT3G48610","AT1G55180","STRING","Arabidopsis thaliana"
"AT3G48610","AT5G58670","STRING","Arabidopsis thaliana"
"AT3G48610","AT4G35790","STRING","Arabidopsis thaliana"
"AT3G49780","AT5G24105","STRING","Arabidopsis thaliana"
"AT3G49780","AT1G07490","STRING","Arabidopsis thaliana"
"AT3G49780","AT3G25717","STRING","Arabidopsis thaliana"
"AT3G49780","AT4G13395","STRING","Arabidopsis thaliana"
"AT3G49780","AT5G40730","STRING","Arabidopsis thaliana"
"AT3G49780","AT3G61640","STRING","Arabidopsis thaliana"
"AT3G49780","AT5G59810","STRING","Arabidopsis thaliana"
"AT3G49960","AT4G40090","STRING","Arabidopsis thaliana"
"AT3G49960","AT4G34580","STRING","Arabidopsis thaliana"
"AT3G49960","AT2G20520","STRING","Arabidopsis thaliana"
"AT3G49960","AT4G29180","STRING","Arabidopsis thaliana"
"AT3G50220","AT5G15630","STRING","Arabidopsis thaliana"
"AT3G50220","AT5G44030","STRING","Arabidopsis thaliana"
"AT3G50220","AT5G17420","STRING","Arabidopsis thaliana"
"AT3G50220","AT4G18780","STRING","Arabidopsis thaliana"
"AT3G52370","AT2G24450","STRING","Arabidopsis thaliana"
"AT3G52370","AT2G47900","STRING","Arabidopsis thaliana"
"AT3G52370","AT5G03170","STRING","Arabidopsis thaliana"
"AT3G52370","AT2G04780","STRING","Arabidopsis thaliana"
"AT3G52370","AT4G12730","STRING","Arabidopsis thaliana"
"AT3G52370","AT4G31370","STRING","Arabidopsis thaliana"
"AT3G52370","AT3G60900","STRING","Arabidopsis thaliana"
"AT3G52820","AT5G58050","STRING","Arabidopsis thaliana"
"AT3G52840","AT1G65590","STRING","Arabidopsis thaliana"
"AT3G52840","AT1G05590","STRING","Arabidopsis thaliana"
"AT3G53230","AT3G09840","STRING","Arabidopsis thaliana"
"AT3G53230","AT4G16640","STRING","Arabidopsis thaliana"
"AT3G53230","AT1G24140","STRING","Arabidopsis thaliana"
"AT3G53230","AT3G28860","STRING","Arabidopsis thaliana"
"AT3G53230","AT2G45040","STRING","Arabidopsis thaliana"
"AT3G53230","AT1G65590","STRING","Arabidopsis thaliana"
"AT3G53230","AT1G70170","STRING","Arabidopsis thaliana"
"AT3G53230","AT1G59970","STRING","Arabidopsis thaliana"
"AT3G53230","AT1G55350","STRING","Arabidopsis thaliana"
"AT3G54590","AT4G40090","STRING","Arabidopsis thaliana"
"AT3G55500","AT1G74190","STRING","Arabidopsis thaliana"
"AT3G56310","AT3G09840","STRING","Arabidopsis thaliana"
"AT3G56310","AT1G65590","STRING","Arabidopsis thaliana"
"AT3G56310","AT1G05590","STRING","Arabidopsis thaliana"
"AT3G56310","AT1G59970","STRING","Arabidopsis thaliana"
"AT3G57240","AT1G14880","STRING","Arabidopsis thaliana"
"AT3G57260","AT1G21250","STRING","Arabidopsis thaliana"
"AT3G57260","AT5G08000","STRING","Arabidopsis thaliana"
"AT3G57260","AT4G23150","STRING","Arabidopsis thaliana"
"AT3G57260","AT4G23140","STRING","Arabidopsis thaliana"
"AT3G57260","AT2G32680","STRING","Arabidopsis thaliana"
"AT3G57510","AT3G54920","STRING","Arabidopsis thaliana"
"AT3G59010","AT3G61260","STRING","Arabidopsis thaliana"
"AT3G60730","AT2G40540","STRING","Arabidopsis thaliana"
"AT3G62020","AT1G20850","STRING","Arabidopsis thaliana"
"AT3G62020","AT4G35350","STRING","Arabidopsis thaliana"
"AT3G62680","AT4G40090","STRING","Arabidopsis thaliana"
"AT3G62680","AT1G70460","STRING","Arabidopsis thaliana"
"AT3G62680","AT5G49270","STRING","Arabidopsis thaliana"
"AT3G62680","AT4G34580","STRING","Arabidopsis thaliana"
"AT3G62680","AT2G20520","STRING","Arabidopsis thaliana"
"AT3G62680","AT4G29180","STRING","Arabidopsis thaliana"
"AT3G66658","AT3G01390","STRING","Arabidopsis thaliana"
"AT4G00190","AT2G27810","STRING","Arabidopsis thaliana"
"AT4G02270","AT4G19680","STRING","Arabidopsis thaliana"
"AT4G02270","AT4G40090","STRING","Arabidopsis thaliana"
"AT4G02270","AT5G49270","STRING","Arabidopsis thaliana"
"AT4G02270","AT2G20520","STRING","Arabidopsis thaliana"
"AT4G02270","AT4G29180","STRING","Arabidopsis thaliana"
"AT4G02320","AT3G54920","STRING","Arabidopsis thaliana"
"AT4G02330","AT3G54920","STRING","Arabidopsis thaliana"
"AT4G02350","AT3G53610","STRING","Arabidopsis thaliana"
"AT4G02350","AT3G09900","STRING","Arabidopsis thaliana"
"AT4G02350","AT5G03520","STRING","Arabidopsis thaliana"
"AT4G02350","AT1G08860","STRING","Arabidopsis thaliana"
"AT4G02350","AT3G46060","STRING","Arabidopsis thaliana"
"AT4G02350","AT3G11820","STRING","Arabidopsis thaliana"
"AT4G03210","AT5G09870","STRING","Arabidopsis thaliana"
"AT4G03210","AT5G36870","STRING","Arabidopsis thaliana"
"AT4G03210","AT5G13000","STRING","Arabidopsis thaliana"
"AT4G03930","AT3G54920","STRING","Arabidopsis thaliana"
"AT4G03930","AT5G46630","STRING","Arabidopsis thaliana"
"AT4G04460","AT3G09840","STRING","Arabidopsis thaliana"
"AT4G04460","AT5G47510","STRING","Arabidopsis thaliana"
"AT4G04460","AT1G24140","STRING","Arabidopsis thaliana"
"AT4G04460","AT4G16640","STRING","Arabidopsis thaliana"
"AT4G04460","AT5G10080","STRING","Arabidopsis thaliana"
"AT4G04460","AT2G45040","STRING","Arabidopsis thaliana"
"AT4G04460","AT1G70170","STRING","Arabidopsis thaliana"
"AT4G04460","AT1G59970","STRING","Arabidopsis thaliana"
"AT4G04460","AT1G55350","STRING","Arabidopsis thaliana"
"AT4G08485","AT5G10530","STRING","Arabidopsis thaliana"
"AT4G08950","AT5G66210","STRING","Arabidopsis thaliana"
"AT4G09647","AT4G05110","STRING","Arabidopsis thaliana"
"AT4G09647","AT4G05130","STRING","Arabidopsis thaliana"
"AT4G09647","AT4G05140","STRING","Arabidopsis thaliana"
"AT4G09647","AT4G05120","STRING","Arabidopsis thaliana"
"AT4G10510","AT2G20520","STRING","Arabidopsis thaliana"
"AT4G12420","AT5G60920","STRING","Arabidopsis thaliana"
"AT4G12420","AT5G15350","STRING","Arabidopsis thaliana"
"AT4G12420","AT2G04780","STRING","Arabidopsis thaliana"
"AT4G12420","AT5G55480","STRING","Arabidopsis thaliana"
"AT4G12420","AT5G07280","STRING","Arabidopsis thaliana"
"AT4G12420","AT3G23750","STRING","Arabidopsis thaliana"
"AT4G12960","AT4G38430","STRING","Arabidopsis thaliana"
"AT4G12960","AT4G12780","STRING","Arabidopsis thaliana"
"AT4G12970","AT5G07180","STRING","Arabidopsis thaliana"
"AT4G12970","AT5G60880","STRING","Arabidopsis thaliana"
"AT4G12970","AT1G62400","STRING","Arabidopsis thaliana"
"AT4G12970","AT1G80080","STRING","Arabidopsis thaliana"
"AT4G12970","AT5G62230","STRING","Arabidopsis thaliana"
"AT4G13075","AT2G25470","STRING","Arabidopsis thaliana"
"AT4G13090","AT1G11820","STRING","Arabidopsis thaliana"
"AT4G13195","AT5G05160","STRING","Arabidopsis thaliana"
"AT4G13195","AT1G75820","STRING","Arabidopsis thaliana"
"AT4G13195","AT5G61480","STRING","Arabidopsis thaliana"
"AT4G13340","AT4G12730","STRING","Arabidopsis thaliana"
"AT4G13580","AT3G11550","STRING","Arabidopsis thaliana"
"AT4G13580","AT2G36100","STRING","Arabidopsis thaliana"
"AT4G13700","AT4G23320","STRING","Arabidopsis thaliana"
"AT4G13700","AT1G23140","STRING","Arabidopsis thaliana"
"AT4G14010","AT5G24105","STRING","Arabidopsis thaliana"
"AT4G14010","AT1G07490","STRING","Arabidopsis thaliana"
"AT4G14010","AT1G67265","STRING","Arabidopsis thaliana"
"AT4G14010","AT3G25717","STRING","Arabidopsis thaliana"
"AT4G14010","AT4G13395","STRING","Arabidopsis thaliana"
"AT4G14010","AT2G46330","STRING","Arabidopsis thaliana"
"AT4G14010","AT1G55330","STRING","Arabidopsis thaliana"
"AT4G14010","AT5G40730","STRING","Arabidopsis thaliana"
"AT4G14010","AT3G13520","STRING","Arabidopsis thaliana"
"AT4G14010","AT3G61640","STRING","Arabidopsis thaliana"
"AT4G14723","AT1G80080","STRING","Arabidopsis thaliana"
"AT4G14723","AT5G62230","STRING","Arabidopsis thaliana"
"AT4G14723","AT5G07180","STRING","Arabidopsis thaliana"
"AT4G14723","AT5G61480","STRING","Arabidopsis thaliana"
"AT4G14940","AT1G24140","STRING","Arabidopsis thaliana"
"AT4G14940","AT2G45040","STRING","Arabidopsis thaliana"
"AT4G14940","AT1G59970","STRING","Arabidopsis thaliana"
"AT4G14940","AT1G70170","STRING","Arabidopsis thaliana"
"AT4G14940","AT4G16640","STRING","Arabidopsis thaliana"
"AT4G15800","AT5G24105","STRING","Arabidopsis thaliana"
"AT4G15800","AT1G07490","STRING","Arabidopsis thaliana"
"AT4G15800","AT1G67265","STRING","Arabidopsis thaliana"
