SampleID,StudyID,Organism,Ecotype,Genotype,Tissue,RadiationQuality,RadiationClass,LET_class,LET_keV_um,LET_imputed,AbsorbedDose_Gy,DoseRate_Gy_min,TimePostExposure_h,AgeAtHarvest_d,Replicate,IsControl,AssayType,RawDataFile,ProcessedDataFile,ControlMatchedID,OriginalSampleName
GSM3072335,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,12.0,,,False,RNA-seq,,,,GSM3072335
GSM3072336,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3072336
GSM3072337,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3072337
GSM3072338,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072338
GSM3072339,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072339
GSM3072340,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072340
GSM3072341,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072341
GSM3072342,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072342
GSM3072343,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072343
GSM3072344,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072344
GSM3072345,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072345
GSM3072346,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072346
GSM3072347,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072347
GSM3072348,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072348
GSM3072349,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072349
CWRU004174_S1,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.0,,3.0,,,True,RNA-seq,,,,CWRU004174_S1
CWRU004175_S2,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.0,,3.0,,,True,RNA-seq,,,,CWRU004175_S2
CWRU004176_S3,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.0,,3.0,,,True,RNA-seq,,,,CWRU004176_S3
CWRU004177_S4,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.4,,3.0,,,False,RNA-seq,,,,CWRU004177_S4
CWRU004178_S5,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.4,,3.0,,,False,RNA-seq,,,,CWRU004178_S5
CWRU004179_S6,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.4,,3.0,,,False,RNA-seq,,,,CWRU004179_S6
CWRU004180_S7,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.4,,3.0,,,False,RNA-seq,,,,CWRU004180_S7
CWRU004181_S8,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.0,,3.0,,,True,RNA-seq,,,,CWRU004181_S8
CWRU004182_S9,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.0,,3.0,,,True,RNA-seq,,,,CWRU004182_S9
CWRU004183_S10,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.0,,3.0,,,True,RNA-seq,,,,CWRU004183_S10
CWRU004184_S11,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.8,,3.0,,,False,RNA-seq,,,,CWRU004184_S11
CWRU004185_S12,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.8,,3.0,,,False,RNA-seq,,,,CWRU004185_S12
CWRU004186_S13,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.8,,3.0,,,False,RNA-seq,,,,CWRU004186_S13
CWRU004187_S14,OSD-658,Arabidopsis thaliana,,,,GCR,ionizing-particulate-mixed,mixed,5.0,True,0.8,,3.0,,,False,RNA-seq,,,,CWRU004187_S14
