"gene_id","genotypeMYB3R135-genotypeWILDTYPE","genotypeSOG11-genotypeWILDTYPE","Time_After_Treatment_min10-Time_After_Treatment_min0","Time_After_Treatment_min1440-Time_After_Treatment_min0","Time_After_Treatment_min180-Time_After_Treatment_min0","Time_After_Treatment_min360-Time_After_Treatment_min0","Time_After_Treatment_min4320-Time_After_Treatment_min0","Time_After_Treatment_min45-Time_After_Treatment_min0","Time_After_Treatment_min720-Time_After_Treatment_min0","Time_After_Treatment_min90-Time_After_Treatment_min0","Radiation_Dose_cGy10-Radiation_Dose_cGy0","Radiation_Dose_cGy100-Radiation_Dose_cGy0","Radiation_Dose_cGy10000-Radiation_Dose_cGy0","Radiation_Dose_cGy40-Radiation_Dose_cGy0","Radiation_Dose_cGy80-Radiation_Dose_cGy0"
"AT4G27260","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G27280","None","None","Up","None","Down","Down","None","None","Down","None","None","None","Up","None","None"
"AT4G27310","None","None","None","None","None","None","None","None","None","Up","None","None","None","None","None"
"AT4G27360","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT4G27370","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G27410","None","None","Up","None","None","None","Down","Up","None","None","None","None","None","None","None"
"AT4G27440","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT4G27450","None","None","None","None","None","Down","None","None","Down","None","None","None","None","None","None"
"AT4G27460","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G27510","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G27560","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G27570","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G27652","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G27654","None","None","None","None","None","None","Down","None","None","None","Up","None","None","None","None"
"AT4G27657","None","None","None","None","Down","None","Down","None","None","None","None","None","None","None","None"
"AT4G27660","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G27710","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT4G27740","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT4G27790","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G27820","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G27840","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
"AT4G27970","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G27980","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G28040","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G28085","None","None","None","None","None","Down","Down","None","None","None","Up","Up","None","None","None"
"AT4G28110","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G28140","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT4G28160","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G28230","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G28250","None","None","None","None","None","None","None","Down","Up","Down","None","None","None","None","None"
"AT4G28280","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G28310","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G28350","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT4G28430","None","None","Up","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT4G28460","None","None","None","None","None","None","None","None","None","None","None","Up","Up","None","None"
"AT4G28520","None","Up","Down","Down","None","Down","Up","None","None","None","Down","Up","None","Down","None"
"AT4G28530","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G28680","None","None","None","None","None","None","None","Down","Up","None","None","None","None","None","None"
"AT4G28700","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT4G28703","None","None","None","Down","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G28720","None","None","Up","None","Up","None","None","None","None","Up","None","None","None","None","None"
"AT4G28780","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT4G28790","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT4G28850","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT4G28940","None","None","None","None","None","None","None","None","Up","None","None","Up","None","None","None"
"AT4G28950","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G29020","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT4G29170","None","Down","Down","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT4G29610","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G29710","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G29780","None","None","Up","Down","Down","Down","Down","Down","Down","None","None","None","Up","None","None"
"AT4G29930","None","None","Up","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT4G29950","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G30110","None","None","None","None","None","None","Up","None","Up","None","None","None","None","None","None"
"AT4G30180","None","None","None","Up","None","Up","None","None","Up","None","None","None","None","None","None"
"AT4G30250","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT4G30270","None","None","None","None","None","Down","None","Up","Down","None","None","None","None","None","None"
"AT4G30280","None","None","None","None","None","None","Down","None","None","None","Up","Up","None","None","None"
"AT4G30430","None","None","None","None","None","None","None","Down","None","None","None","None","Up","None","None"
"AT4G30450","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT4G30470","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT4G30530","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G30610","None","None","None","None","Down","None","None","Down","None","None","None","None","None","None","None"
"AT4G30650","None","None","None","None","Up","None","None","Down","Up","None","None","None","None","None","None"
"AT4G30660","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT4G30830","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G31000","None","None","None","None","Down","None","None","None","None","None","None","None","None","None","None"
"AT4G31351","None","None","None","None","None","Down","None","None","Down","None","None","None","None","None","None"
"AT4G31354","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT4G31380","None","None","None","Down","None","None","None","None","Down","None","None","None","None","None","None"
"AT4G31500","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G31540","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT4G31615","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT4G31680","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G31730","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT4G31800","None","None","None","None","Down","Down","Down","None","Down","None","None","None","Up","None","None"
"AT4G31830","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G31840","None","None","Up","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT4G31875","None","Down","Down","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G31940","None","None","None","Up","None","None","None","None","Up","None","None","None","None","None","None"
"AT4G32208","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G32280","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT4G32480","None","None","None","Down","None","Down","None","None","Down","Down","None","None","None","None","None"
"AT4G32730","Down","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G32830","Up","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT4G32950","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT4G32980","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G33020","None","None","None","None","None","None","None","None","None","None","Up","Up","None","None","None"
"AT4G33040","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G33050","None","None","None","None","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT4G33070","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G33120","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G33145","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G33150","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G33160","None","None","None","None","None","None","Down","None","Down","None","None","None","Up","None","None"
"AT4G33260","Up","None","None","None","Down","Down","Down","None","None","None","None","None","None","None","None"
"AT4G33270","None","None","None","None","Down","Down","Down","None","None","None","None","None","None","None","None"
"AT4G33280","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G33390","None","Down","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT4G33467","None","Up","None","None","Up","None","None","None","None","None","None","Up","None","None","None"
"AT4G33550","None","None","None","Up","None","Up","Up","None","Up","None","None","None","None","None","None"
"AT4G33666","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT4G33905","None","None","Up","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT4G33960","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT4G33980","None","None","None","None","None","None","None","None","None","None","Up","Up","None","None","None"
"AT4G33985","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT4G34030","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G34110","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G34138","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G34150","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT4G34230","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G34320","None","None","Down","None","None","None","None","Down","None","None","None","None","Up","None","None"
"AT4G34410","None","None","None","Down","Down","None","Down","None","Down","None","None","None","Up","None","None"
"AT4G34419","None","None","None","None","None","Up","None","None","Up","None","None","None","None","None","None"
"AT4G34510","None","Down","Down","Down","None","None","None","None","Down","None","None","None","Up","None","None"
"AT4G34550","None","None","None","None","None","None","None","Down","None","Up","None","None","None","None","None"
"AT4G34590","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G34610","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G34630","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G34650","None","None","None","Up","None","Up","None","None","Up","None","None","None","None","None","None"
"AT4G34760","None","None","None","Up","None","None","Up","None","Up","None","None","None","Down","None","None"
"AT4G34790","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT4G34950","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G34970","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G35030","None","None","None","None","None","None","None","Down","None","None","None","None","Up","None","None"
"AT4G35160","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT4G35180","None","None","None","Up","Up","None","None","None","None","None","None","None","None","None","None"
"AT4G35210","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G35270","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G35520","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G35590","None","None","None","None","None","None","None","None","None","Up","None","None","None","None","None"
"AT4G35620","None","None","None","None","None","Down","None","None","None","Down","None","None","Down","None","None"
"AT4G35640","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT4G35690","None","None","Up","Up","None","None","Up","None","None","None","None","None","Down","None","None"
"AT4G35720","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT4G35730","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT4G35740","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G35750","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G35770","None","None","None","Down","None","None","Down","None","Down","None","None","None","None","None","None"
"AT4G35783","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT4G35810","None","None","None","None","None","None","Down","Down","None","Down","None","None","None","None","None"
"AT4G36032","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT4G36040","None","None","None","Down","None","Down","None","None","Down","None","None","None","None","None","None"
"AT4G36110","None","None","None","Up","Up","None","None","None","None","None","None","None","None","None","None"
"AT4G36220","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G36230","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G36430","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G36500","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT4G36570","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G36610","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G36670","None","None","None","None","None","Down","None","Up","None","None","None","None","None","None","None"
"AT4G36700","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G36830","None","None","None","None","None","Up","None","Down","Up","None","None","None","None","None","None"
"AT4G36850","None","None","None","Down","None","Down","None","Up","Down","None","None","None","None","None","None"
"AT4G36880","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G36950","None","None","None","None","None","None","Down","Down","None","None","None","None","None","None","None"
"AT4G37022","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G37030","None","Down","Down","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT4G37110","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G37220","None","Up","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G37260","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT4G37290","None","Down","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G37295","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G37370","None","None","None","None","None","None","None","None","None","Up","None","Up","Up","None","None"
"AT4G37410","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G37420","None","Down","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G37430","Down","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G37490","None","None","Down","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT4G37520","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT4G37610","None","None","None","Down","Down","Down","None","None","Down","Down","None","None","None","None","None"
"AT4G37685","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT4G37700","None","None","None","None","None","Up","None","None","Up","None","Up","None","None","None","None"
"AT4G37770","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT4G37800","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G37810","None","None","Down","None","None","None","None","Down","None","None","None","None","Up","None","None"
"AT4G37850","None","None","None","None","None","None","None","Up","None","None","Up","None","None","None","None"
"AT4G37950","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT4G37970","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT4G37990","None","Down","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT4G38062","None","None","None","None","Down","Down","None","None","None","None","None","None","Down","None","None"
"AT4G38380","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G38390","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G38470","None","None","None","Down","None","Down","None","Up","Down","None","None","None","None","None","None"
"AT4G38540","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT4G38560","None","None","None","Up","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G38840","None","None","None","Up","None","None","None","None","Up","None","None","None","None","None","None"
"AT4G38850","None","None","None","Up","Up","None","Up","None","None","None","None","None","None","None","None"
"AT4G38860","None","None","None","Up","Up","Up","Up","None","Up","None","None","None","Down","None","None"
"AT4G39070","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT4G39130","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT4G39210","None","None","None","Up","None","Up","None","Down","Up","None","None","None","None","None","None"
"AT4G39250","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G39330","None","None","None","None","None","Up","None","None","Up","None","None","None","None","None","None"
"AT4G39340","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G39480","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT4G39500","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G39580","None","None","None","Down","None","None","None","None","Down","None","None","None","Up","None","None"
"AT4G39670","None","None","None","None","None","None","None","None","None","None","Up","Up","None","None","None"
"AT4G39675","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT4G39720","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G39730","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
"AT4G39770","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G39795","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
"AT4G39800","None","None","None","Up","None","Up","None","None","Up","None","None","None","None","None","None"
"AT4G39830","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT4G39940","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT4G39950","None","None","Up","None","None","None","None","Down","Up","None","None","None","None","None","None"
"AT4G39952","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT5G00825","None","Down","Down","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT5G01015","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G01040","None","None","None","Down","None","None","Down","None","Down","None","None","None","None","None","None"
"AT5G01050","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT5G01100","None","None","None","None","None","Down","None","None","Down","None","None","None","None","None","None"
"AT5G01120","None","None","None","None","None","None","Up","None","None","Down","None","None","None","None","None"
"AT5G01155","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G01210","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G01215","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT5G01225","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G01300","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G01370","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT5G01380","None","None","None","None","None","None","None","None","None","Up","Up","Up","None","None","None"
"AT5G01420","Up","None","None","None","None","Down","None","None","None","Down","None","None","Down","None","None"
"AT5G01480","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G01515","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT5G01520","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G01540","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G01542","None","None","None","None","None","None","None","None","None","Up","None","None","None","None","None"
"AT5G01550","None","None","None","None","None","None","None","None","None","Up","None","None","None","None","None"
"AT5G01570","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G01600","None","None","None","Up","None","Down","None","None","Down","None","None","None","None","None","None"
"AT5G01645","Down","Up","Down","Down","None","None","Down","Down","Down","None","None","None","Up","Down","Down"
"AT5G01740","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G01760","None","None","None","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT5G01775","None","None","None","None","None","Up","Up","None","Up","None","None","None","None","None","None"
"AT5G01790","None","None","None","None","None","Up","None","Down","None","None","None","None","None","None","None"
"AT5G01820","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G01840","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G01870","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G01900","None","Up","None","Up","None","None","None","None","Up","None","None","None","None","None","None"
"AT5G01910","None","None","None","None","None","None","None","None","Up","None","None","None","Down","None","None"
"AT5G02020","None","None","None","None","None","None","None","Up","Down","None","None","None","None","None","None"
"AT5G02170","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G02210","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G02220","None","Down","Down","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT5G02270","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G02320","Down","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G02370","Up","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT5G02390","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT5G02490","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G02515","None","None","None","Up","Up","Up","Up","None","Up","None","None","None","Down","None","None"
"AT5G02540","None","None","None","None","Up","None","None","Up","None","Up","None","None","None","None","None"
"AT5G02575","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G02590","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G02755","None","None","None","None","Down","None","None","Down","None","None","None","None","None","None","None"
"AT5G02760","None","None","None","None","Up","None","Up","None","None","None","None","None","None","None","None"
"AT5G02780","None","None","None","Up","Up","None","Up","Down","Up","None","None","Up","None","None","None"
"AT5G02830","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G02840","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G02865","None","None","Up","Up","Up","None","Up","None","None","None","None","None","Down","None","None"
"AT5G02890","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT5G03020","None","None","None","Down","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G03120","None","None","None","None","Down","None","None","None","None","None","None","None","None","None","None"
"AT5G03195","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT5G03210","None","None","Up","Up","Up","None","None","None","None","None","None","None","None","None","None"
"AT5G03285","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT5G03350","None","None","None","Up","Up","None","Up","None","Up","None","None","None","None","None","None"
"AT5G03355","None","None","Up","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G03495","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
"AT5G03545","None","None","None","Up","None","None","Up","None","Up","None","None","None","None","None","None"
"AT5G03550","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G03570","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G03720","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT5G03760","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G03780","None","Down","Down","Down","None","Down","Down","None","Down","None","None","None","Up","None","None"
"AT5G03840","None","None","Down","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G03860","None","Up","None","Down","Down","Down","Down","None","Down","None","None","None","None","None","None"
"AT5G03870","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT5G03885","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT5G03890","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT5G03965","None","None","None","Down","None","None","None","None","None","None","None","None","None","None","None"
"AT5G03995","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT5G04040","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G04120","None","Up","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G04150","None","Up","None","None","None","None","None","Up","Up","None","None","None","None","None","None"
"AT5G04175","None","None","None","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT5G04190","None","None","None","None","Up","None","Up","Up","None","None","None","None","None","None","None"
"AT5G04205","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT5G04305","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G04340","None","None","Up","None","None","Down","Down","None","Down","None","None","None","None","None","None"
"AT5G04370","None","None","Up","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G04660","None","None","None","None","None","None","Up","None","Up","None","None","None","None","None","None"
"AT5G04720","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G04905","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT5G04950","None","None","None","Up","None","Up","Up","Down","Up","None","None","None","None","None","None"
"AT5G05180","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT5G05220","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G05250","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT5G05270","None","None","None","Up","None","Up","None","Down","Up","None","None","None","None","None","None"
"AT5G05290","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G05300","None","None","None","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT5G05365","None","None","None","Up","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G05390","None","None","None","None","None","None","None","Down","None","None","None","None","Up","None","None"
"AT5G05410","None","None","Up","None","None","None","None","Up","None","Up","None","Up","None","None","None"
"AT5G05440","None","None","None","Down","None","Down","Down","None","Down","None","None","None","None","None","None"
"AT5G05490","None","None","None","Down","None","Down","Down","None","Down","None","None","None","Up","None","None"
"AT5G05530","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT5G05580","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G05600","None","None","None","Down","None","None","Down","None","Down","None","None","Up","None","None","None"
"AT5G05765","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G05840","None","None","None","Up","Up","Up","Up","None","Up","None","None","None","None","None","None"
"AT5G05940","None","None","None","None","None","None","None","None","Up","None","None","None","Down","None","None"
"AT5G05965","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G06090","None","None","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT5G06150","None","None","None","None","Down","Down","None","None","None","None","None","None","Down","None","None"
"AT5G06190","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G06235","None","None","Down","Down","Down","Down","Down","Down","None","Down","None","None","Up","None","None"
"AT5G06250","None","None","Up","Up","None","Up","Up","Down","Up","None","None","None","Down","None","None"
"AT5G06320","None","None","Up","None","None","Down","None","None","None","None","None","None","Up","None","None"
"AT5G06475","None","Down","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G06505","None","None","None","None","None","None","Up","None","None","None","None","None","Down","None","None"
"AT5G06510","None","None","None","Up","None","Up","None","None","None","None","None","None","None","None","None"
"AT5G06570","None","None","None","Down","None","Down","None","None","Down","None","None","None","None","None","None"
"AT5G06690","None","None","None","Down","Up","None","None","None","None","None","None","None","None","None","None"
"AT5G06695","Up","None","Up","Up","None","None","None","Up","None","Up","None","None","Down","None","None"
"AT5G06730","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT5G06760","None","Up","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G06790","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G06820","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT5G06865","None","None","None","None","None","Down","None","Up","Down","None","None","None","None","None","None"
"AT5G06870","None","None","None","Down","None","Down","Down","None","Down","None","None","None","None","None","None"
"AT5G06990","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
